HepG2	histonemod	H3K4me3	ENCFF833HZR	ENCFF833HZR.bam	raw	1	ENCODE	https://www.encodeproject.org/files/ENCFF833HZR/@@download/ENCFF833HZR.bam
HepG2	histonemod	H3K4me3	ENCFF447EJD	ENCFF447EJD.bam	raw	2	ENCODE	https://www.encodeproject.org/files/ENCFF447EJD/@@download/ENCFF447EJD.bam
